Time XAccel YAccel ZAccel
34.998 2.840 1.880 1.720
35.278 2.840 1.880 1.800
35.560 2.840 1.880 1.880
35.841 2.760 1.880 1.880
36.122 2.760 1.880 1.800
36.411 3.080 1.800 1.800
36.693 3.000 1.000 1.240
36.973 2.200 1.720 1.480
37.255 3.000 1.880 1.640
37.535 2.680 1.800 1.880
37.817 2.760 1.880 1.880
38.097 2.760 1.880 1.800
38.379 2.760 1.880 1.800
38.660 2.760 1.880 1.800
38.964 2.760 1.880 1.800
39.245 2.760 1.880 1.800
39.527 2.760 1.880 1.800
39.809 2.760 1.880 1.800
40.090 2.840 1.880 1.800
40.379 2.760 1.880 1.800
40.661 2.840 1.880 1.800
40.942 2.760 1.880 1.800
41.224 2.760 1.880 1.800
41.505 2.760 1.880 1.800
41.787 2.760 1.880 1.800
42.069 3.000 2.440 1.960
42.350 2.680 1.960 1.720
42.631 2.920 2.040 1.720
42.912 2.760 1.720 1.640
43.194 2.760 1.880 1.800
43.476 2.840 1.960 1.800
43.757 2.760 2.040 1.800
44.039 2.760 1.960 1.800
44.327 2.840 1.880 1.720
44.609 3.000 1.720 1.640
44.891 2.760 1.880 1.800
45.172 2.840 1.960 1.800
45.454 2.760 1.880 1.800
45.735 2.760 1.960 1.800
46.017 2.840 1.560 1.960
46.299 2.760 1.880 1.720
46.580 2.760 1.880 1.800
46.862 2.840 1.960 1.720
47.143 2.840 1.960 1.720
47.425 2.760 1.960 1.800
47.707 2.760 1.880 1.800
47.988 2.760 2.040 1.720
48.277 2.840 1.960 1.720
48.559 2.760 1.960 1.720
48.840 2.760 1.960 1.720
49.122 2.760 1.880 1.800
49.403 2.760 1.880 1.800
49.685 2.760 1.880 1.800
49.967 2.840 1.880 1.720
50.248 2.840 1.880 1.800
50.530 2.840 1.880 1.720
50.811 2.840 1.720 1.720
51.093 2.760 1.880 1.480
51.399 2.760 1.960 1.400
51.702 2.680 2.120 1.560
51.991 2.520 2.360 1.320
52.274 2.840 2.360 1.480
52.555 2.280 2.200 1.240
52.837 2.120 2.280 1.320
53.119 2.200 3.000 1.640
53.401 2.280 2.680 1.400
53.683 2.280 2.440 1.480
53.964 2.200 2.600 1.240
54.246 2.200 2.440 1.000
54.528 2.120 2.360 1.080
54.810 2.040 2.360 0.920
55.092 2.040 2.360 0.920
55.373 2.040 2.360 0.920
55.655 2.040 2.440 0.920
55.945 2.040 2.360 1.000
56.227 1.960 2.360 0.840
56.509 2.040 2.360 0.920
56.791 2.040 2.280 0.920
57.072 2.040 2.280 0.920
57.355 2.200 2.040 0.920
57.636 2.200 1.960 0.840
57.918 2.200 1.800 0.840
58.200 2.280 1.720 0.840
58.482 2.200 1.800 0.760
58.764 2.520 1.960 1.080
59.045 2.360 1.800 0.840
59.327 2.280 1.800 0.920
59.610 2.120 1.960 1.080
59.898 2.200 1.880 0.840
60.181 2.200 1.960 0.840
60.463 2.120 1.960 0.840
60.744 2.200 2.120 0.920
61.027 2.040 2.360 0.920
61.308 2.040 2.360 0.920
61.590 2.280 1.960 1.080
61.872 2.120 2.440 1.080
62.154 2.120 2.200 1.080
62.453 2.040 2.360 1.000
62.735 2.120 2.520 1.080
63.017 2.120 2.520 1.160
63.299 2.200 2.600 1.160
63.581 2.120 2.600 1.320
63.871 2.040 2.600 1.240
64.153 2.040 2.680 1.400
64.456 2.120 2.760 1.400
64.738 2.120 2.600 1.240
65.019 2.040 2.520 1.320
65.301 2.120 2.680 1.240
65.584 2.040 2.600 1.320
65.865 2.040 2.760 1.400
66.147 1.880 2.600 1.400
66.430 2.040 2.760 1.400
66.711 2.120 2.520 1.240
66.994 2.120 2.440 0.840
67.284 2.040 2.440 1.080
67.565 2.120 2.520 1.160
67.856 1.880 2.600 1.160
68.138 2.120 2.280 1.080
68.419 2.360 2.360 1.080
68.702 2.280 2.360 0.680
68.983 2.280 2.280 0.920
69.266 2.360 2.120 0.840
69.548 2.360 2.280 0.920
69.829 2.440 1.720 0.840
70.112 2.440 1.960 1.160
70.393 2.040 2.360 1.080
70.676 2.200 2.440 1.080
70.958 2.120 2.440 1.080
71.239 2.280 2.200 0.840
71.522 2.200 1.880 1.080
71.812 2.360 2.200 0.760
72.093 2.200 2.520 0.920
72.375 2.040 2.440 0.920
72.656 1.960 2.680 1.000
72.938 1.880 2.520 1.080
73.221 1.960 2.520 1.080
73.502 2.040 2.440 1.000
73.784 2.120 2.280 1.000
74.065 2.120 2.280 1.000
74.347 1.880 2.520 1.000
74.629 1.880 2.520 1.080
74.911 2.040 2.520 0.920
75.193 1.880 2.360 1.000
75.483 1.960 2.360 1.000
75.764 1.960 2.440 0.920
76.046 1.800 2.520 1.000
76.327 1.800 2.520 1.000
76.609 1.720 2.520 0.920
76.891 1.880 2.520 1.000
77.194 1.880 2.440 1.000
77.475 1.960 2.520 0.920
77.757 1.880 2.520 1.000
78.040 1.880 2.440 1.000
78.321 1.800 2.360 1.000
78.603 1.720 2.520 1.080
78.884 1.800 2.600 1.160
79.166 1.720 2.600 1.080
79.456 1.960 2.600 1.240
79.737 1.960 2.600 1.240
80.019 1.960 2.600 1.240
80.301 2.120 2.600 1.160
80.583 2.200 2.520 1.000
80.865 2.280 2.680 1.080
81.146 2.120 2.120 0.520
81.428 2.120 2.280 0.920
81.711 2.520 1.960 1.000
81.992 2.600 1.880 1.320
82.274 2.680 2.120 1.240
82.555 2.680 1.640 1.160
82.837 2.680 2.280 1.480
83.119 2.760 1.880 1.800
83.408 2.840 1.960 1.800
83.690 2.840 1.880 1.800
84.019 2.760 2.120 1.880
84.305 2.840 1.960 1.800
84.588 2.760 1.960 1.880
84.870 2.760 1.960 1.880
85.151 2.680 2.520 1.720
85.433 3.160 1.960 1.400
85.716 2.760 1.960 1.800
85.997 2.840 1.960 1.800
86.279 2.840 1.960 1.800
86.560 2.840 1.960 1.800
86.843 2.840 1.960 1.800
87.125 2.840 1.960 1.800
87.414 2.840 1.960 1.800
87.696 2.840 1.960 1.800
87.978 2.840 1.960 1.800
88.259 2.840 1.960 1.800
88.541 2.840 1.960 1.800
88.823 2.840 1.960 1.800
89.105 2.840 1.960 1.800
89.387 2.840 1.960 1.800
89.669 2.840 1.960 1.800
89.973 2.840 1.960 1.800
90.258 2.840 1.960 1.800
90.540 2.840 1.960 1.800
90.821 2.840 1.960 1.800
91.102 2.840 1.960 1.800
91.391 2.840 1.960 1.800
91.672 2.840 1.960 1.800
91.954 2.840 1.960 1.800
92.234 2.840 1.960 1.800
92.516 2.840 1.960 1.800
92.796 2.840 1.960 1.800
93.094 2.840 1.960 1.800
93.376 2.840 1.960 1.800
93.658 2.840 1.960 1.800
93.938 2.840 1.960 1.800
94.220 2.840 1.960 1.800
94.500 2.840 1.960 1.800
94.782 2.840 1.960 1.800
95.063 2.840 1.960 1.800
95.352 2.840 1.960 1.800
95.633 2.840 1.960 1.800
95.915 2.840 1.960 1.800
96.195 2.840 1.960 1.800
96.477 2.840 1.960 1.800
96.757 2.840 1.960 1.800
97.039 2.840 1.960 1.800
97.321 2.840 1.960 1.800
97.601 2.840 1.960 1.800
97.883 2.840 1.960 1.800
98.163 2.840 1.960 1.800
98.445 2.840 1.960 1.800
98.725 2.840 1.960 1.800
99.015 2.840 1.960 1.800
99.296 2.840 1.960 1.800
99.577 2.840 1.960 1.800
99.859 2.840 1.960 1.800
100.140 2.840 1.960 1.800
100.421 2.840 1.960 1.800
100.702 2.840 1.960 1.800
100.983 2.840 1.960 1.800
101.265 2.840 1.960 1.800
101.554 2.840 1.960 1.800
101.836 2.840 1.960 1.800
102.119 2.840 1.960 1.800
102.401 2.840 1.960 1.800
102.705 2.840 1.960 1.800
102.995 2.840 1.960 1.800
103.277 2.840 1.960 1.800
103.560 2.840 1.960 1.800
103.841 2.840 1.960 1.800
104.124 2.840 1.960 1.800
104.406 2.840 1.960 1.800
104.688 2.840 1.960 1.800
104.970 2.840 1.960 1.800
105.252 2.840 1.960 1.800
105.534 2.840 1.960 1.800
105.817 2.840 1.960 1.800
106.098 2.840 1.960 1.800
106.381 2.840 1.960 1.800
106.662 2.840 1.960 1.800
106.942 2.840 1.960 1.800
107.224 2.840 1.960 1.800
107.506 2.840 1.960 1.800
107.789 2.840 1.960 1.800
108.070 2.840 1.960 1.800
108.353 2.840 1.960 1.800
108.635 2.840 1.960 1.800
108.917 2.840 1.960 1.800
109.199 2.840 1.960 1.800
109.482 2.840 1.960 1.800
109.763 2.840 1.960 1.800
110.046 2.840 1.960 1.800
110.327 2.840 1.960 1.800
110.618 2.840 1.960 1.800
110.900 2.840 1.960 1.800
111.182 2.840 1.960 1.800
111.464 2.840 1.960 1.800
111.747 2.840 1.960 1.800
112.028 2.840 1.960 1.800
112.311 2.840 1.960 1.800
112.593 2.840 1.960 1.800
112.875 2.840 1.960 1.800
113.158 2.840 1.960 1.800
113.439 2.840 1.960 1.800
113.722 2.840 1.960 1.800
114.004 2.840 1.960 1.800
114.294 2.840 1.960 1.800
114.576 2.840 1.960 1.800
114.859 2.840 1.960 1.800
115.140 2.840 1.960 1.800
115.443 2.840 1.960 1.800
115.725 2.840 1.960 1.800
116.006 2.840 1.960 1.800
116.287 2.840 1.960 1.800
116.569 2.840 1.960 1.800
116.850 2.840 1.960 1.800
117.152 2.840 1.960 1.800
117.434 2.840 1.960 1.800
117.715 2.840 1.960 1.800
117.996 2.840 1.960 1.800
118.286 2.840 1.960 1.800
118.566 2.840 1.960 1.800
118.848 2.840 1.960 1.800
119.130 2.840 1.960 1.800
119.410 2.840 1.960 1.800
119.692 2.840 1.960 1.800
119.973 2.840 1.960 1.800
120.254 2.840 1.960 1.800
120.536 2.840 1.960 1.800
120.817 2.840 1.960 1.800
121.099 2.840 1.960 1.800
121.379 2.840 1.960 1.800
121.661 2.840 1.960 1.800
121.950 2.840 1.960 1.800
122.231 2.840 1.960 1.800
122.513 2.840 1.960 1.800
122.794 2.840 1.960 1.800
123.075 2.840 1.960 1.800
123.357 2.840 1.960 1.800
123.638 2.840 1.960 1.800
123.934 2.840 1.960 1.800
124.216 2.840 1.960 1.800
124.497 2.840 1.960 1.800
124.778 2.840 1.960 1.800
125.060 2.840 1.960 1.800
125.341 2.840 1.960 1.800
125.622 2.840 1.960 1.800
125.912 2.840 1.960 1.800
126.192 2.840 1.960 1.800
126.474 2.840 1.960 1.800
126.755 2.840 1.960 1.800
127.036 2.840 1.960 1.800
127.318 2.840 1.960 1.800
127.599 2.840 1.960 1.800
127.880 2.840 1.960 1.800
128.183 2.840 1.960 1.800
128.463 2.840 1.960 1.800
128.745 2.840 1.960 1.800
129.026 2.840 1.960 1.800
129.307 2.840 1.960 1.800
129.596 2.840 1.960 1.800
129.878 2.840 1.960 1.800
130.159 2.840 1.960 1.800
130.441 2.840 1.960 1.800
130.721 2.840 1.960 1.800
131.003 2.840 1.960 1.800
131.285 2.840 1.960 1.800
131.565 2.840 1.960 1.800
131.847 2.840 1.960 1.800
132.128 2.840 1.960 1.800
132.409 2.840 1.960 1.800
132.691 2.840 1.960 1.800
132.972 2.840 1.960 1.800
133.254 2.840 1.960 1.800
133.542 2.840 1.960 1.800
133.824 2.840 1.960 1.800
134.105 2.840 1.960 1.800
134.386 2.840 1.960 1.800
134.668 2.840 1.960 1.800
134.949 2.840 1.960 1.800
135.230 2.840 1.960 1.800
135.520 2.840 1.960 1.800
135.801 2.840 1.960 1.800
136.084 2.840 1.960 1.800
136.366 2.840 1.960 1.800
136.647 2.840 1.960 1.800
136.929 2.840 1.960 1.800
137.219 2.840 1.960 1.800
137.501 2.840 1.960 1.800
137.783 2.840 1.960 1.800
138.064 2.840 1.960 1.800
138.346 2.840 1.960 1.880
138.628 2.840 1.960 1.800
138.909 2.840 1.960 1.800
139.192 2.840 1.960 1.800
139.473 2.840 1.960 1.800
139.755 2.840 1.960 1.880
140.037 2.840 1.960 1.800
140.318 2.840 1.960 1.800
140.600 2.840 1.960 1.880
140.906 2.840 1.960 1.800
141.196 2.840 1.960 1.800
141.477 2.840 1.960 1.800
141.759 2.840 1.960 1.800
142.042 2.840 1.960 1.800
142.323 2.840 1.960 1.800
142.605 2.840 1.960 1.800
142.886 2.840 1.960 1.800
143.169 2.840 1.960 1.800
143.451 2.840 1.960 1.880
143.732 2.840 1.960 1.880
144.014 2.840 1.960 1.880
144.297 2.840 1.960 1.800
144.578 2.840 1.960 1.880
144.868 2.840 1.960 1.880
145.150 2.840 1.960 1.880
145.431 2.840 1.960 1.800
145.713 2.840 1.960 1.800
145.995 2.840 1.960 1.880
146.277 2.840 1.960 1.880
146.559 2.840 1.960 1.880
146.841 2.840 1.960 1.800
147.123 2.840 1.960 1.800
147.404 2.840 1.960 1.800
147.687 2.840 1.960 1.880
147.969 2.840 1.960 1.880
148.250 2.840 1.960 1.880
148.532 2.840 1.960 1.880
148.822 2.840 1.960 1.800
149.104 2.840 1.960 1.880
149.386 2.840 1.960 1.800
149.689 2.840 1.960 1.880
149.972 2.840 1.960 1.880
150.254 2.840 1.960 1.800
150.537 2.840 1.960 1.800
150.820 2.840 1.960 1.880
151.103 2.840 1.960 1.880
151.386 2.840 1.960 1.880
151.668 2.840 1.960 1.880
151.951 2.840 1.960 1.880
152.234 2.840 1.960 1.800
152.524 2.840 1.960 1.880
152.807 2.840 1.960 1.800
153.090 2.840 1.960 1.880
153.373 2.840 1.960 1.880
153.678 2.840 1.960 1.880
153.961 2.840 1.960 1.800
154.243 2.840 1.960 1.880
154.542 2.840 1.960 1.880
154.823 2.840 1.960 1.880
155.105 2.840 1.960 1.800
155.387 2.840 1.960 1.800
155.669 2.840 1.960 1.800
155.951 2.840 1.960 1.880
156.232 2.840 1.960 1.880
156.522 2.840 1.960 1.800
156.804 2.840 1.960 1.880
157.085 2.840 1.960 1.880
157.367 2.840 1.960 1.880
157.649 2.840 1.960 1.880
157.931 2.840 1.960 1.880
158.213 2.840 1.960 1.880
158.494 2.840 1.960 1.880
158.776 2.840 1.960 1.800
159.059 2.840 1.960 1.880
159.340 2.840 1.960 1.880
159.622 2.840 1.960 1.880
159.903 2.840 1.960 1.800
160.193 2.840 1.960 1.880
160.475 2.840 1.960 1.800
160.756 2.840 1.960 1.880
161.039 2.840 1.960 1.880
161.321 2.840 1.960 1.880
161.602 2.840 1.960 1.880
161.884 2.840 1.960 1.880
162.166 2.840 1.960 1.880
162.448 2.840 1.960 1.800
162.730 2.840 1.960 1.880
163.012 2.840 1.960 1.880
163.294 2.840 1.960 1.880
163.575 2.840 1.960 1.880
163.857 2.840 1.960 1.880
164.147 2.840 1.960 1.880
164.428 2.840 1.960 1.800
164.711 2.840 1.960 1.880
164.993 2.840 1.960 1.880
165.274 2.840 1.960 1.880
165.557 2.840 1.960 1.880
165.838 2.840 1.960 1.880
166.120 2.840 1.960 1.880
166.424 2.840 1.960 1.800
166.706 2.840 1.960 1.880
166.989 2.840 1.960 1.880
167.272 2.840 1.960 1.880
167.555 2.840 1.960 1.880
167.844 2.840 1.960 1.880
168.127 2.840 1.960 1.880
168.410 2.920 2.040 1.800
168.693 2.840 1.960 1.880
168.976 2.920 2.120 1.720
169.259 2.840 2.360 1.480
169.550 2.760 2.040 1.160
169.833 2.280 1.720 1.480
170.116 2.600 1.480 1.400
170.398 2.520 1.160 1.400
170.680 2.280 1.160 1.320
170.963 2.280 1.080 1.400
171.245 2.360 1.080 1.400
171.528 2.280 1.160 1.240
171.818 2.440 1.560 1.080
172.100 2.360 1.720 1.080
172.383 2.520 1.720 1.080
172.664 2.600 1.800 1.080
172.947 2.600 1.880 1.160
173.230 2.600 1.800 1.160
173.512 2.600 1.880 1.240
173.795 2.600 1.880 1.080
174.078 2.600 1.880 1.160
174.359 2.600 1.800 1.160
174.642 2.520 1.800 1.160
174.924 2.600 1.800 1.160
175.207 2.600 1.800 1.240
175.497 2.600 1.880 1.240
175.779 2.600 1.880 1.160
176.062 2.600 1.880 1.160
176.344 2.600 1.880 1.160
176.626 2.600 1.800 1.160
176.909 2.600 1.880 1.160
177.191 2.600 1.960 1.240
177.474 2.600 1.880 1.160
177.757 2.600 1.960 1.240
178.038 2.600 1.960 1.160
178.321 2.600 1.960 1.160
178.604 2.600 1.960 1.160
178.886 2.600 1.960 1.240
179.190 2.600 1.960 1.080
179.470 2.600 2.040 1.160
179.753 2.600 2.040 1.160
180.035 2.600 2.040 1.160
180.318 2.600 2.040 1.000
180.601 2.680 2.120 1.240
180.884 2.600 2.040 1.240
181.167 2.600 2.200 1.160
181.450 2.600 2.120 1.240
181.733 2.600 2.200 1.240
182.016 2.600 2.200 1.160
182.298 2.600 2.200 1.240
182.582 2.600 2.280 1.320
182.911 2.600 2.280 1.320
183.205 2.600 2.280 1.240
183.489 2.600 2.280 1.240
183.772 2.600 2.280 1.240
184.054 2.520 2.440 1.320
184.338 2.600 2.360 1.320
184.621 2.600 2.360 1.320
184.904 2.600 2.520 1.320
185.187 2.520 2.360 1.480
185.490 2.520 2.360 1.400
185.773 2.600 2.440 1.480
186.055 2.440 2.360 1.320
186.338 2.440 2.360 1.000
186.620 2.520 2.440 1.320
186.911 2.600 2.520 1.400
187.194 2.520 2.360 1.480
187.477 2.520 2.520 1.320
187.759 2.520 2.360 1.160
188.042 2.440 2.040 1.080
188.324 2.440 2.040 1.000
188.606 2.520 1.880 1.160
188.889 2.520 1.880 1.080
189.171 2.520 1.880 1.000
189.454 2.440 1.960 1.080
189.737 2.520 1.880 1.160
190.019 2.520 2.040 1.000
190.302 2.600 1.960 1.240
190.584 2.600 2.040 1.160
190.875 2.520 2.040 1.080
191.158 2.520 2.040 1.160
191.440 2.520 2.120 1.160
191.723 2.520 2.120 1.160
192.028 2.520 2.120 1.240
192.311 2.520 2.120 1.000
192.592 2.600 2.200 1.160
192.876 2.520 2.280 1.240
193.159 2.600 2.200 1.320
193.440 2.520 2.280 1.080
193.723 2.520 2.280 1.160
194.006 2.520 2.280 1.160
194.289 2.600 2.360 1.320
194.580 2.600 2.360 1.240
194.862 2.520 2.280 1.320
195.144 2.600 2.360 1.240
195.426 2.520 2.360 1.320
195.708 2.520 2.280 1.400
195.990 2.520 2.360 1.320
196.273 2.600 2.280 1.240
196.554 2.520 2.040 1.160
196.837 2.520 1.880 1.080
197.120 2.600 1.880 1.160
197.401 2.520 1.880 1.080
197.684 2.520 1.880 1.080
197.965 2.600 1.960 1.160
198.248 2.520 1.960 1.240
198.538 2.520 1.880 1.080
198.820 2.600 1.960 1.080
199.102 2.520 1.960 1.160
199.385 2.440 1.880 1.000
199.666 2.600 2.040 1.160
199.949 2.600 2.040 1.160
200.231 2.600 2.040 1.160
200.513 2.600 2.040 1.160
200.796 2.600 2.120 1.240
201.077 2.600 2.040 1.160
201.360 2.600 2.120 1.160
201.642 2.600 2.120 1.240
201.924 2.600 2.120 1.240
202.214 2.680 2.040 1.320
202.497 2.680 2.200 1.320
202.779 2.680 2.200 1.320
203.061 2.520 2.120 1.320
203.343 2.280 2.120 1.880
203.625 2.600 2.120 1.000
203.916 2.680 2.520 1.080
204.197 2.760 2.360 1.640
204.480 3.000 2.040 1.800
204.785 2.920 1.960 1.800
205.068 2.840 1.960 1.800
205.350 2.840 1.960 1.800
205.632 2.920 1.960 1.800
205.915 2.840 1.960 1.800
206.204 2.920 1.960 1.800
206.487 2.840 1.960 1.800
206.769 2.840 1.960 1.800
207.051 2.840 1.960 1.800
207.334 2.840 1.960 1.800
207.616 2.920 2.120 1.480
207.898 2.760 2.200 1.160
208.180 2.520 2.120 1.400
208.462 2.440 2.120 1.240
208.745 2.600 2.280 1.000
209.027 2.520 1.800 1.080
209.309 2.360 1.880 1.080
209.591 2.520 1.320 1.000
209.882 2.680 1.560 1.240
210.164 2.600 1.800 1.240
210.446 2.600 1.720 1.320
210.729 2.680 1.560 1.240
211.011 2.840 1.720 1.480
211.293 2.840 1.720 1.560
211.575 2.840 1.720 1.640
211.858 2.840 1.880 1.720
212.140 2.840 1.880 1.720
212.422 2.840 1.800 1.640
212.705 2.840 1.720 1.640
212.986 2.840 1.640 1.720
213.269 2.840 1.720 1.720
213.551 2.920 1.720 1.800
213.841 2.760 1.640 1.560
214.124 2.840 1.720 1.640
214.406 2.760 1.880 1.560
214.688 2.760 1.720 1.480
214.970 2.840 1.800 1.720
215.253 2.760 1.400 1.560
215.556 2.840 1.560 1.720
215.838 2.840 1.560 1.720
216.137 2.920 1.720 1.880
216.419 2.840 1.720 1.640
216.702 2.840 1.720 1.880
216.984 2.920 1.960 1.880
217.267 2.920 1.880 1.800
217.579 2.840 1.960 1.720
217.861 2.920 1.800 1.880
218.143 2.600 1.960 1.960
218.425 2.840 1.800 1.800
218.708 2.920 1.720 1.720
218.990 2.920 1.880 1.800
219.272 2.920 1.880 1.800
219.554 2.680 2.040 1.720
219.837 2.840 1.800 1.400
220.119 2.680 1.640 1.320
220.401 2.760 1.720 1.480
220.684 2.760 1.560 1.400
220.965 2.760 1.400 1.560
221.248 2.840 1.320 1.400
221.539 2.840 1.800 1.640
221.820 3.000 1.640 1.720
222.103 2.840 1.720 1.800
222.386 3.000 1.720 1.800
222.667 2.840 1.720 1.800
222.950 2.920 1.720 1.720
223.233 2.840 1.720 1.720
223.514 2.840 1.720 1.560
223.797 2.760 1.800 1.640
224.079 2.840 1.720 1.720
224.361 2.840 1.720 1.640
224.644 2.840 1.800 1.720
224.926 2.840 1.800 1.640
225.217 2.760 1.640 1.720
225.499 3.000 1.720 1.720
225.781 2.920 1.400 1.800
226.064 2.760 1.960 1.800
226.346 3.000 1.880 1.160
226.628 2.440 1.960 1.560
226.911 2.920 1.800 1.240
227.192 2.600 1.800 1.080
227.475 2.440 1.880 1.000
227.758 2.440 2.120 1.080
228.040 2.440 2.040 0.920
228.323 2.440 1.720 0.920
228.604 2.520 1.720 1.240
228.887 2.600 1.720 1.160
229.178 2.440 1.800 1.000
229.460 2.440 1.880 1.080
229.742 2.440 1.960 1.000
230.025 2.440 1.880 1.000
230.330 2.760 1.800 1.560
230.613 2.840 1.720 1.560
230.895 2.680 1.960 1.480
231.178 2.760 1.880 1.240
231.460 2.840 1.960 1.400
231.742 2.760 1.960 1.240
232.025 2.680 1.960 1.320
232.307 2.760 1.880 1.320
232.590 2.760 1.960 1.320
232.881 2.760 2.040 1.480
233.163 2.680 1.880 1.720
233.445 2.920 1.880 1.800
233.728 3.080 1.720 1.560
234.010 2.600 1.640 1.800
234.293 3.080 1.400 1.720
234.575 2.600 1.640 1.640
234.858 2.920 1.160 1.400
235.140 2.680 1.400 1.640
235.422 2.760 1.560 1.800
235.705 2.760 1.480 1.720
235.988 2.920 1.480 1.640
236.270 2.760 1.640 1.640
236.553 2.920 1.640 1.800
236.843 2.920 1.720 1.720
237.125 2.920 1.800 1.640
237.408 3.000 1.560 1.720
237.690 3.160 1.720 1.480
237.981 2.840 1.960 1.640
238.264 2.840 2.040 1.800
238.545 2.920 1.800 1.640
238.827 2.920 1.880 1.720
239.108 2.840 1.880 1.560
239.389 2.920 1.720 1.640
239.671 2.920 1.800 1.640
239.952 2.840 1.640 1.640
240.234 2.840 1.800 1.560
240.524 2.760 1.800 1.560
240.805 2.840 1.720 1.640
241.087 2.840 1.720 1.640
241.369 2.840 1.720 1.640
241.650 2.840 1.800 1.640
241.932 2.840 1.720 1.720
242.213 2.840 1.720 1.640
242.495 2.840 1.800 1.640
242.777 2.840 1.720 1.640
243.081 2.760 1.560 1.720
243.362 2.840 1.800 1.720
243.645 2.840 1.720 1.560
243.927 2.680 1.720 1.480
244.208 2.760 1.640 1.480
244.499 2.760 1.640 1.560
244.781 2.760 1.640 1.480
245.062 2.760 1.720 1.560
245.345 2.760 1.720 1.560
245.626 2.840 1.640 1.480
245.908 2.840 1.640 1.640
246.191 2.840 1.560 1.560
246.472 2.760 1.560 1.560
246.754 2.840 1.640 1.560
247.054 2.760 1.560 1.560
247.337 2.840 1.560 1.560
247.619 2.840 1.640 1.560
