Time XAccel YAccel ZAccel
239.502 1.560 2.040 2.360
239.775 1.560 2.200 2.840
240.049 1.720 2.280 2.520
240.323 1.560 2.680 2.840
240.597 1.560 2.680 2.760
241.452 1.480 2.680 2.840
241.728 1.560 2.760 2.760
242.003 1.560 2.680 2.760
242.280 1.560 2.680 2.760
242.555 1.560 2.760 2.760
242.842 1.560 2.760 2.760
243.117 1.560 2.760 2.760
243.393 1.560 2.680 2.760
243.669 1.560 2.680 2.760
243.945 1.560 2.680 2.760
244.220 1.560 2.680 2.760
244.497 1.560 2.680 2.760
244.772 1.560 2.680 2.760
245.048 1.560 2.680 2.760
245.328 1.560 2.680 2.760
245.604 1.560 2.760 2.760
245.880 1.560 2.680 2.760
246.155 1.560 2.760 2.760
246.432 1.560 2.760 2.760
246.708 1.560 2.760 2.760
246.984 1.480 2.680 2.760
247.260 1.560 2.680 2.760
247.536 1.560 2.680 2.760
247.812 1.560 2.680 2.760
248.088 1.560 2.680 2.760
248.364 1.560 2.680 2.760
248.640 1.480 2.680 2.760
248.920 1.560 2.680 2.760
249.197 1.560 2.680 2.760
249.472 1.560 2.680 2.760
249.749 1.480 2.680 2.760
250.024 1.560 2.680 2.760
250.301 1.560 2.680 2.760
250.576 1.560 2.680 2.760
250.853 1.560 2.680 2.760
251.128 1.560 2.680 2.760
251.404 1.560 2.680 2.760
251.680 1.560 2.680 2.760
251.956 1.560 2.680 2.760
252.232 1.560 2.680 2.760
252.508 1.560 2.760 2.760
252.789 1.560 2.680 2.760
253.064 1.480 2.680 2.760
253.341 1.560 2.680 2.760
253.616 1.560 2.680 2.760
253.893 1.480 2.680 2.760
254.169 1.560 2.760 2.760
254.445 1.560 2.680 2.760
254.730 1.560 2.680 2.760
255.006 1.560 2.680 2.760
255.282 1.560 2.680 2.760
255.558 1.560 2.680 2.760
255.834 1.560 2.680 2.760
256.110 1.560 2.680 2.760
256.390 1.560 2.680 2.760
256.666 1.560 2.680 2.760
256.942 1.560 2.680 2.760
257.218 1.560 2.680 2.760
257.494 1.560 2.680 2.760
257.770 1.560 2.760 2.760
258.046 1.560 2.760 2.760
258.322 1.560 2.760 2.760
258.598 1.560 2.680 2.760
258.885 1.560 2.680 2.760
259.160 1.560 2.680 2.760
259.437 1.560 2.680 2.680
259.712 1.560 2.680 2.760
259.989 1.560 2.600 2.840
260.268 1.480 2.600 2.920
260.545 1.560 2.760 2.840
260.820 1.560 2.680 2.760
261.097 1.480 2.680 2.760
261.372 1.560 2.760 2.760
261.649 1.480 2.680 2.760
261.924 1.480 2.840 2.760
262.201 1.560 2.760 2.760
262.476 1.560 2.680 2.760
262.752 1.480 2.680 2.760
263.028 1.480 2.680 2.760
263.304 1.480 2.680 2.760
263.580 1.480 2.680 2.760
263.872 1.560 2.680 2.760
264.147 1.560 2.680 2.760
264.424 1.560 2.680 2.760
264.699 1.560 2.680 2.760
264.975 1.560 2.680 2.760
265.251 1.560 2.680 2.760
265.526 1.560 2.680 2.760
265.803 1.480 2.680 2.760
266.078 1.560 2.680 2.760
266.355 1.560 2.680 2.760
266.630 1.560 2.680 2.760
266.907 1.560 2.680 2.760
267.182 1.560 2.680 2.760
267.459 1.560 2.680 2.760
267.741 1.560 2.680 2.760
268.017 1.560 2.440 2.600
268.292 1.560 2.680 2.760
268.569 1.560 2.600 2.760
268.844 1.480 2.520 2.680
269.121 1.480 2.520 2.680
269.396 1.480 2.680 2.760
269.673 1.480 2.600 2.760
269.948 1.480 2.600 2.680
270.225 1.480 2.600 2.760
270.500 1.560 2.280 2.440
270.777 1.480 2.680 2.760
271.052 1.480 2.600 2.760
271.335 1.560 2.600 2.840
271.610 1.560 2.600 2.760
271.887 1.560 2.600 2.760
272.162 1.560 2.680 2.840
272.438 1.560 2.600 2.760
272.714 1.560 2.680 2.760
272.989 1.480 2.760 2.680
273.266 1.480 2.680 2.680
273.541 1.480 2.680 2.760
273.818 1.560 2.680 2.760
274.093 1.560 2.760 2.760
274.369 1.560 2.680 2.760
274.654 1.560 2.760 2.760
274.930 1.560 2.680 2.760
275.223 1.480 2.680 2.760
275.498 1.560 2.680 2.840
275.775 1.560 2.680 2.760
276.050 1.560 2.520 2.840
276.327 1.640 2.760 2.760
276.602 1.560 2.680 2.760
276.878 1.560 1.880 2.920
277.154 1.320 3.000 2.680
277.429 1.560 2.920 2.840
277.705 1.560 2.760 2.760
277.981 1.480 2.680 2.680
278.257 1.400 2.440 2.760
278.533 1.480 2.680 2.920
278.816 1.560 2.680 2.920
279.091 1.560 2.680 2.760
279.367 1.000 2.600 2.600
279.643 1.560 2.600 2.920
279.919 1.560 2.680 2.760
280.195 1.400 2.600 2.680
280.471 1.480 2.600 2.600
280.746 1.560 2.840 2.760
281.023 1.480 2.520 2.760
281.298 1.560 2.680 2.840
281.575 1.560 2.680 2.840
281.850 1.560 2.600 2.760
282.126 1.560 2.680 2.680
282.402 1.560 2.600 2.760
282.685 1.560 2.840 2.760
282.960 1.480 2.520 2.680
283.236 1.480 2.680 2.760
283.512 1.560 2.520 2.840
283.787 1.480 2.520 2.760
284.064 1.560 2.440 2.840
284.339 1.480 2.600 2.760
284.616 1.560 2.680 2.840
284.891 1.480 2.840 2.520
285.167 1.480 2.760 2.760
285.443 1.560 2.440 2.680
285.719 1.480 2.600 2.760
285.995 1.400 2.440 2.840
286.278 1.560 2.840 2.840
286.553 1.480 2.760 2.680
286.829 1.480 2.760 2.680
287.105 1.480 2.600 2.840
287.381 1.560 2.520 2.840
287.656 1.480 2.440 2.760
287.933 1.400 2.680 2.680
288.208 1.480 2.520 2.760
288.485 1.480 2.600 2.760
288.760 1.560 2.440 2.760
289.035 1.480 2.840 2.760
289.312 1.560 2.360 2.760
289.597 1.560 2.520 2.760
289.872 1.560 2.440 2.760
290.155 1.480 2.520 2.680
290.431 1.480 2.520 2.760
290.707 1.480 2.520 2.760
290.982 1.480 2.520 2.760
291.269 1.480 2.440 2.680
291.544 1.560 2.440 2.680
291.820 1.480 2.760 2.840
292.096 1.480 2.520 2.840
292.372 1.480 2.440 2.760
292.648 1.480 2.360 2.920
292.924 1.480 2.520 2.920
293.199 1.480 2.520 2.680
293.476 1.480 2.440 2.840
293.758 1.480 2.280 2.680
294.034 1.480 2.440 2.840
294.309 1.480 2.600 2.840
294.586 1.480 2.600 2.760
294.861 1.560 2.440 2.760
295.136 1.560 2.600 2.840
295.413 1.560 2.440 2.840
295.688 1.480 2.600 2.760
295.964 1.560 2.600 2.840
296.240 1.480 2.600 2.760
296.516 1.480 2.600 2.760
296.791 1.560 2.680 2.760
297.068 1.480 2.600 2.760
297.350 1.560 2.680 2.840
297.626 1.560 2.600 2.840
297.901 1.480 2.600 2.760
298.178 1.560 2.600 2.840
298.453 1.560 2.680 2.760
298.729 1.560 2.600 2.760
299.005 1.480 2.600 2.760
299.281 1.560 2.600 2.840
299.557 1.560 2.600 2.840
299.833 1.560 2.680 2.760
300.108 1.560 2.600 2.840
300.384 1.560 2.600 2.840
300.660 1.560 2.680 2.840
300.936 1.560 2.600 2.760
301.219 1.560 2.600 2.840
301.494 1.560 2.600 2.840
301.770 1.480 2.600 2.840
302.046 1.560 2.600 2.840
302.322 1.480 2.600 2.760
302.598 1.560 2.600 2.840
302.874 1.560 2.600 2.760
303.149 1.560 2.600 2.840
303.426 1.560 2.600 2.760
303.701 1.480 2.600 2.760
303.977 1.560 2.600 2.840
304.253 1.560 2.600 2.840
304.529 1.560 2.600 2.840
304.811 1.480 2.600 2.760
305.087 1.480 2.600 2.760
305.363 1.480 2.600 2.760
305.639 1.480 2.600 2.760
305.915 1.480 2.600 2.760
306.191 1.480 2.600 2.760
306.466 1.480 2.600 2.760
306.742 1.480 2.600 2.760
307.018 1.480 2.520 2.760
307.293 1.480 2.680 2.920
307.580 1.480 2.600 2.760
307.856 1.240 2.520 2.840
308.132 1.560 2.440 2.760
308.408 1.560 2.600 2.840
308.690 1.720 2.920 2.920
308.966 1.640 2.920 2.920
309.242 1.720 3.080 3.080
309.527 1.720 3.000 3.080
309.802 1.560 2.760 2.760
310.079 1.560 2.840 2.840
310.354 1.560 3.000 2.920
310.630 1.720 2.920 3.000
310.906 1.480 2.680 2.840
311.182 1.560 2.680 2.920
311.457 1.560 2.600 2.840
311.733 1.560 2.760 2.840
312.009 1.480 2.760 2.680
312.292 1.560 2.680 2.760
312.567 1.560 2.760 2.760
312.843 1.560 2.680 2.840
313.119 1.560 2.600 2.840
313.394 1.480 2.600 2.680
313.671 1.480 2.440 2.840
313.946 1.480 2.440 2.760
314.223 1.480 2.520 2.760
314.498 1.560 2.600 2.760
314.774 1.480 2.520 2.760
315.050 1.560 2.440 2.760
315.326 1.560 2.520 2.760
315.601 1.160 2.680 2.760
315.878 1.880 2.920 2.680
316.160 1.480 3.000 2.600
316.436 1.720 3.240 3.000
316.711 1.800 2.920 3.160
316.988 1.720 2.760 3.160
317.263 1.720 2.760 3.160
317.539 1.560 2.920 2.840
317.815 1.560 2.920 2.760
318.090 1.560 2.840 2.600
318.366 1.560 2.840 2.600
318.642 1.560 2.840 2.600
318.918 1.560 2.920 2.680
319.193 1.560 2.920 2.600
319.470 1.560 2.840 2.600
319.752 1.560 2.840 2.520
320.028 1.560 2.840 2.520
320.304 1.560 2.680 2.600
320.580 1.560 2.680 3.000
320.855 1.640 2.680 3.160
321.132 1.640 2.600 3.160
321.407 1.640 2.680 3.160
321.684 1.560 2.520 3.000
321.959 1.560 2.680 2.840
322.235 1.560 2.520 2.920
322.511 1.720 2.360 3.400
322.787 2.120 2.600 3.640
323.063 2.200 2.200 3.560
323.338 1.960 2.360 3.480
323.631 1.880 2.200 3.320
323.907 1.800 2.040 3.320
324.183 1.800 2.120 3.240
324.468 1.720 2.120 3.160
324.743 1.640 2.200 3.080
325.019 1.560 2.360 3.000
325.295 1.640 2.440 3.000
325.571 1.560 2.360 2.920
325.846 1.560 2.520 2.920
326.123 1.560 2.440 2.840
326.398 1.480 2.680 2.840
326.674 1.480 2.680 2.760
326.949 1.960 2.200 3.480
327.232 2.040 2.360 3.480
327.508 1.960 2.760 3.640
327.784 1.800 2.920 3.400
328.059 1.720 2.760 3.320
328.336 1.720 2.520 2.840
328.611 1.880 3.400 3.080
328.886 1.720 3.400 3.320
329.163 2.120 3.480 2.920
329.438 2.120 3.080 2.680
329.714 1.960 3.480 2.760
329.990 2.040 3.320 2.680
330.266 2.040 3.560 2.600
330.541 1.640 3.160 2.520
330.818 1.800 3.320 2.120
331.100 1.720 3.160 2.360
331.376 1.960 3.160 2.600
331.651 1.480 3.080 2.520
331.927 1.720 3.240 2.520
332.203 2.040 3.240 2.680
332.479 1.960 3.720 2.280
332.754 1.880 3.240 2.440
333.031 1.720 3.320 2.360
333.306 1.880 3.560 2.600
333.582 1.720 3.240 2.600
333.858 1.960 3.720 2.280
334.133 1.880 3.240 2.440
334.409 1.960 3.560 2.280
334.692 1.800 3.160 2.440
334.967 1.880 3.320 2.440
335.243 1.720 3.000 2.680
335.519 1.720 3.160 2.600
335.794 1.800 3.240 2.360
336.071 1.880 3.160 2.360
336.346 1.720 3.240 2.440
336.622 1.640 3.080 2.600
336.898 1.640 2.920 2.680
337.174 1.480 2.760 2.760
337.449 1.640 2.760 2.600
337.726 1.560 2.680 2.600
338.001 1.720 2.680 2.360
338.277 1.480 2.520 2.440
338.559 1.480 2.760 2.520
338.836 1.480 2.840 2.440
339.111 1.560 2.680 2.520
339.387 1.480 2.680 2.600
339.673 1.640 2.680 2.440
339.949 0.920 2.200 2.440
340.224 1.560 2.760 2.600
340.501 1.720 2.840 2.600
340.776 1.320 3.080 2.360
341.052 1.640 2.840 2.680
341.328 1.560 2.920 2.440
341.604 1.640 2.920 2.520
341.879 1.560 3.000 2.520
342.162 1.640 3.000 2.600
342.438 1.720 2.920 2.600
342.714 1.560 3.080 2.280
342.989 1.720 3.080 2.200
343.265 1.800 2.920 2.040
343.541 1.640 3.080 2.200
343.816 1.640 3.000 2.600
344.093 2.120 3.400 2.680
344.378 2.040 3.480 2.840
344.653 1.320 3.640 2.680
344.928 2.120 2.760 2.600
345.205 2.040 2.200 2.360
345.480 1.480 3.080 2.280
345.756 1.640 2.760 2.120
346.038 1.640 3.080 2.200
346.315 1.720 2.920 2.280
346.590 1.640 2.920 2.200
346.866 1.720 2.920 2.200
347.142 1.560 2.840 2.200
347.418 1.880 2.760 2.360
347.693 1.480 3.160 2.520
347.969 1.720 3.160 2.280
348.245 1.720 3.320 2.280
348.521 1.800 3.320 2.360
348.796 1.800 3.320 2.360
349.073 1.880 3.240 2.360
349.348 1.880 3.320 2.440
349.631 1.880 3.320 2.440
349.906 1.880 3.400 2.440
350.183 1.800 3.320 2.360
350.458 1.960 3.320 2.440
350.734 1.880 3.400 2.360
351.009 1.800 3.480 2.040
351.285 1.800 3.080 2.040
351.561 1.880 2.680 2.040
351.836 1.640 2.840 2.120
352.113 1.720 2.680 2.200
352.388 1.560 2.680 2.040
352.664 1.640 2.680 2.200
352.940 1.720 2.600 2.120
353.216 1.640 2.840 1.880
353.498 1.800 2.760 1.960
353.774 1.720 2.840 2.040
354.050 1.640 2.840 2.040
354.326 1.800 2.760 2.680
354.601 1.880 2.840 2.680
354.878 1.480 2.920 2.520
355.153 1.800 3.240 3.000
355.429 1.880 3.240 3.000
355.704 1.960 3.160 2.840
355.991 1.640 3.320 3.080
356.266 1.880 3.240 2.840
356.542 1.480 3.400 2.520
356.818 2.040 3.080 2.760
357.101 1.560 3.320 2.520
357.376 1.880 3.560 3.000
357.652 1.240 3.000 2.360
357.927 1.560 2.520 2.760
358.204 1.320 2.760 2.280
358.479 1.160 2.600 2.920
358.755 1.640 2.360 2.760
359.030 1.560 2.600 2.840
359.316 1.480 2.600 2.760
359.591 1.480 2.600 2.760
359.867 1.560 2.600 2.840
360.142 1.480 2.600 2.760
360.419 1.480 2.600 2.760
360.694 1.480 2.600 2.760
360.974 1.480 2.600 2.760
361.249 1.480 2.600 2.760
361.524 1.480 2.600 2.760
361.800 1.480 2.600 2.760
362.076 1.560 2.600 2.840
362.352 1.560 2.600 2.760
362.627 1.560 2.680 2.840
362.903 1.560 2.600 2.840
363.179 1.560 2.600 2.840
363.455 1.560 2.600 2.840
363.730 1.560 2.600 2.840
364.006 1.560 2.600 2.840
364.282 1.560 2.600 2.840
364.564 1.560 2.600 2.840
364.840 1.560 2.600 2.840
365.116 1.560 2.600 2.840
365.392 1.560 2.600 2.840
365.668 1.560 2.600 2.840
365.944 1.560 2.600 2.840
366.219 1.560 2.600 2.840
366.496 1.560 2.600 2.840
366.771 1.560 2.600 2.760
367.048 1.560 2.600 2.840
367.323 1.560 2.600 2.840
367.599 1.560 2.600 2.760
367.875 1.560 2.600 2.760
368.158 1.560 2.600 2.840
368.433 1.560 2.600 2.840
368.710 1.560 2.600 2.840
368.985 1.560 2.600 2.840
369.262 1.560 2.600 2.760
369.537 1.560 2.600 2.840
369.814 1.560 2.600 2.760
370.089 1.560 2.600 2.840
370.366 1.560 2.600 2.840
370.641 1.560 2.600 2.840
370.917 1.560 2.600 2.840
371.193 1.560 2.600 2.840
371.468 1.560 2.600 2.840
371.745 1.560 2.600 2.840
372.038 1.560 2.600 2.840
372.313 1.560 2.600 2.840
372.590 1.560 2.600 2.840
372.865 1.560 2.600 2.840
373.142 1.560 2.600 2.760
373.417 1.560 2.600 2.840
373.694 1.560 2.600 2.840
373.969 1.560 2.600 2.760
374.246 1.560 2.600 2.840
374.521 1.560 2.600 2.840
374.798 1.560 2.600 2.840
375.073 1.560 2.600 2.760
375.348 1.560 2.600 2.840
375.631 1.560 2.600 2.840
375.908 1.560 2.600 2.840
376.183 1.560 2.600 2.840
376.459 1.560 2.600 2.760
376.735 1.560 2.600 2.840
377.011 1.560 2.600 2.840
377.287 1.560 2.600 2.840
377.563 1.560 2.600 2.840
377.839 1.560 2.600 2.840
378.114 1.560 2.600 2.760
378.391 1.560 2.600 2.840
378.666 1.560 2.600 2.840
378.943 1.560 2.600 2.840
379.227 1.560 2.600 2.840
379.510 1.560 2.600 2.840
379.785 1.560 2.600 2.840
380.062 1.560 2.600 2.840
380.337 1.560 2.600 2.760
380.614 1.560 2.600 2.840
380.889 1.560 2.600 2.840
381.165 1.560 2.600 2.840
381.441 1.560 2.600 2.840
381.717 1.560 2.600 2.840
381.993 1.560 2.600 2.840
382.269 1.560 2.600 2.760
382.545 1.560 2.600 2.840
382.821 1.560 2.600 2.840
383.103 1.560 2.600 2.840
383.379 1.560 2.600 2.840
383.655 1.560 2.600 2.840
383.931 1.560 2.600 2.840
384.207 1.560 2.600 2.840
384.483 1.560 2.600 2.840
384.759 1.560 2.600 2.840
385.034 1.560 2.600 2.840
385.311 1.560 2.600 2.840
385.586 1.560 2.600 2.840
385.863 1.560 2.600 2.840
386.138 1.560 2.600 2.840
386.415 1.560 2.600 2.840
386.690 1.560 2.600 2.840
386.973 1.560 2.600 2.840
387.248 1.560 2.600 2.840
387.525 1.560 2.600 2.840
387.800 1.560 2.600 2.840
388.077 1.560 2.600 2.840
388.362 1.560 2.600 2.840
388.639 1.560 2.600 2.840
388.914 1.560 2.600 2.840
389.191 1.560 2.600 2.840
389.466 1.560 2.600 2.760
389.743 1.560 1.880 2.440
390.018 1.000 3.400 2.200
390.295 2.280 3.320 2.360
390.577 1.720 3.400 2.280
390.853 2.120 3.400 2.440
391.128 2.120 3.640 2.440
391.405 2.200 3.560 2.520
391.680 2.200 3.400 2.520
391.957 2.280 3.560 2.760
392.232 2.280 3.320 3.160
392.509 2.360 3.080 3.560
392.784 2.440 3.160 3.560
393.060 2.280 3.000 3.400
393.336 2.200 3.080 3.400
393.611 2.040 3.160 3.400
393.888 1.800 3.000 3.080
394.173 1.640 2.920 2.920
394.455 1.640 3.160 2.920
394.731 1.640 3.000 3.000
395.006 1.720 3.080 2.920
395.283 1.720 3.160 2.920
395.558 1.720 3.160 3.000
395.835 1.800 3.080 3.000
396.110 1.720 3.160 3.000
396.387 1.640 3.080 2.920
396.662 1.720 2.440 2.680
396.937 1.240 2.840 2.680
397.214 1.400 2.600 2.760
397.489 1.480 2.680 2.760
397.766 1.560 2.680 2.840
398.048 1.480 2.600 2.760
398.324 1.560 2.600 2.840
398.599 1.560 2.600 2.760
398.876 1.560 2.600 2.760
399.151 1.560 2.680 2.760
399.428 1.480 2.600 2.760
399.703 1.560 2.600 2.840
399.980 1.560 2.600 2.840
400.255 1.560 2.600 2.840
400.532 1.560 2.600 2.840
400.807 1.560 2.600 2.840
401.083 1.560 2.680 2.840
401.359 1.560 2.600 2.840
401.635 1.560 2.680 2.840
401.917 1.560 2.600 2.840
402.194 1.560 2.600 2.840
402.469 1.560 2.600 2.840
402.746 1.560 2.680 2.840
403.021 1.560 2.600 2.840
403.297 1.560 2.680 2.840
403.573 1.560 2.600 2.840
403.848 1.560 2.600 2.840
404.125 1.560 2.600 2.840
404.411 1.560 2.600 2.840
404.687 1.560 2.600 2.840
404.963 1.560 2.600 2.840
405.239 1.560 2.600 2.840
405.522 1.560 2.600 2.840
405.797 1.560 2.600 2.840
406.073 1.480 2.760 2.520
406.349 1.640 2.040 1.880
406.624 1.480 2.680 2.280
406.901 1.640 2.920 1.800
407.176 2.040 3.160 2.200
407.452 2.440 3.800 2.040
407.728 2.200 3.400 2.200
408.004 2.040 3.400 2.360
408.280 1.720 3.320 2.360
408.556 2.200 3.400 2.120
408.831 2.040 3.320 2.440
409.108 2.120 3.000 2.360
409.390 1.800 3.640 2.280
409.666 2.040 3.560 2.040
409.941 2.120 3.320 2.360
410.218 1.960 3.880 2.520
410.493 2.360 3.160 1.800
410.770 2.360 3.800 1.960
411.045 2.440 3.080 2.120
411.321 1.960 3.240 2.280
411.597 2.280 3.640 2.200
411.872 2.200 3.160 2.200
412.149 2.040 3.080 2.360
412.424 1.800 3.160 1.880
412.700 2.040 3.080 2.680
412.982 1.800 3.080 2.360
413.259 1.800 3.240 2.040
413.534 1.720 3.400 2.440
413.810 1.720 3.160 2.680
414.096 1.720 3.080 2.360
414.371 1.720 2.840 2.360
414.646 1.640 2.920 2.680
414.923 1.560 3.000 2.520
415.198 1.560 2.760 2.360
415.474 1.480 2.760 2.280
415.750 1.480 2.920 2.520
416.026 1.560 3.080 2.680
416.302 1.640 2.840 2.600
416.578 1.560 2.760 2.360
416.860 1.560 2.760 2.440
417.136 1.560 2.600 2.520
417.412 1.560 2.520 2.520
417.688 1.480 2.520 2.520
417.963 1.640 2.440 2.280
418.240 1.640 2.600 2.200
418.515 1.560 2.600 2.200
418.792 1.640 2.680 2.280
419.067 1.640 2.760 2.120
419.343 1.560 2.760 2.200
419.619 1.640 2.760 2.200
419.894 1.640 2.760 2.280
420.171 1.560 2.760 2.360
420.464 1.640 2.760 2.440
420.739 1.640 2.760 2.360
421.016 1.560 2.760 2.440
421.291 1.560 2.840 2.440
421.567 1.720 2.760 2.440
421.843 1.640 3.080 2.520
422.119 1.800 3.160 2.440
422.394 1.720 3.320 2.520
422.671 1.720 3.240 2.440
422.946 1.800 3.240 2.600
423.221 2.120 3.480 2.840
423.498 1.800 3.320 2.920
423.773 1.640 3.000 3.160
424.050 1.800 2.600 3.240
424.332 1.960 3.000 3.480
424.608 1.640 2.440 3.160
424.883 1.880 2.680 3.080
425.160 2.120 2.760 3.320
425.435 1.720 2.760 3.240
425.712 1.640 2.600 3.160
425.987 1.640 2.600 3.160
426.263 1.640 2.600 3.160
426.539 1.080 2.520 3.080
426.815 1.480 3.000 3.000
427.091 1.640 2.760 3.240
427.367 1.640 2.680 3.160
427.642 1.720 2.600 3.160
427.925 1.640 2.600 3.240
428.201 1.800 2.760 3.320
428.477 1.720 2.760 3.240
428.752 1.720 2.760 3.240
429.038 1.960 2.760 3.160
429.313 2.440 2.680 3.400
429.589 1.720 2.680 3.240
429.865 1.720 2.680 3.240
430.141 1.800 2.680 3.240
430.417 1.720 2.680 3.240
430.693 1.720 2.680 3.240
430.968 1.720 2.680 3.240
431.244 1.720 2.680 3.240
431.520 1.720 2.680 3.400
431.803 1.720 2.680 3.240
432.078 1.720 2.680 3.240
432.355 1.720 2.680 3.240
432.630 1.720 2.600 3.160
432.906 1.720 2.680 3.240
433.182 1.720 2.680 3.240
433.458 1.800 2.680 3.320
433.734 1.720 2.680 3.160
434.009 1.720 2.680 3.240
434.286 1.720 2.680 3.240
434.561 1.720 2.680 3.320
434.838 1.720 2.680 3.320
435.113 1.720 2.680 3.240
435.396 1.720 2.680 3.240
435.671 1.720 2.680 3.240
435.948 1.720 2.680 3.240
436.223 1.720 2.680 3.240
436.499 1.720 2.680 3.240
436.785 1.720 2.680 3.240
437.061 1.720 2.680 3.240
437.337 1.720 2.680 3.240
437.613 1.720 2.680 3.240
437.888 1.720 2.680 3.240
438.164 1.720 2.680 3.240
438.440 1.720 2.680 3.240
438.716 1.720 2.680 3.320
438.998 1.800 2.520 3.160
439.274 1.720 2.680 3.320
439.550 1.720 2.680 3.240
439.826 1.720 2.680 3.240
440.101 1.720 2.680 3.240
440.378 1.720 2.680 3.240
440.653 1.720 2.680 3.240
440.928 1.720 2.680 3.240
441.205 1.720 2.680 3.240
441.480 1.720 2.680 3.240
441.756 1.720 2.680 3.240
442.032 1.720 2.680 3.240
442.308 1.720 2.680 3.240
442.583 1.720 2.680 3.240
442.866 1.720 2.680 3.240
443.141 1.720 2.680 3.240
443.418 1.720 2.680 3.240
443.693 1.720 2.680 3.240
443.969 1.720 2.680 3.240
444.245 1.720 2.680 3.240
444.521 1.720 2.680 3.240
444.796 1.720 2.680 3.240
445.073 1.720 2.680 3.240
445.348 1.720 2.680 3.240
445.624 1.720 2.680 3.240
445.900 1.720 2.680 3.240
446.175 1.720 2.680 3.240
446.458 1.720 2.680 3.240
446.734 1.720 2.680 3.240
447.010 1.720 2.680 3.240
447.285 1.720 2.680 3.240
447.561 1.720 2.680 3.240
447.837 1.720 2.680 3.240
448.113 1.720 2.680 3.240
448.388 1.720 2.680 3.240
448.665 1.720 2.680 3.240
448.949 1.720 2.680 3.240
449.225 1.720 2.680 3.240
449.500 1.720 2.680 3.240
449.777 1.720 2.680 3.240
450.052 1.720 2.680 3.240
450.335 1.640 2.680 3.240
450.610 1.720 2.680 3.240
450.886 1.720 2.680 3.240
451.162 1.720 2.680 3.240
451.438 1.720 2.680 3.320
451.713 1.720 2.680 3.240
451.990 1.720 2.680 3.240
452.265 1.720 2.680 3.240
452.541 1.720 2.680 3.240
452.827 1.720 2.680 3.240
453.103 1.720 2.680 3.240
453.378 1.720 2.680 3.240
453.655 1.720 2.680 3.240
453.936 1.720 2.680 3.240
454.213 1.720 2.680 3.240
454.488 1.720 2.680 3.240
454.764 1.720 2.680 3.240
455.039 1.720 2.680 3.240
455.316 1.720 2.680 3.240
455.591 1.720 2.680 3.240
455.867 1.720 2.680 3.240
456.143 1.720 2.680 3.240
456.419 1.720 2.680 3.240
456.694 1.720 2.680 3.240
456.969 1.720 2.680 3.240
457.246 1.720 2.680 3.320
457.521 0.680 0.760 3.560
457.804 1.000 2.920 3.720
458.079 4.520 2.760 3.000
458.355 0.920 3.000 3.640
458.631 0.040 3.800 3.480
458.907 2.040 3.000 2.680
459.182 1.320 2.360 2.600
459.459 1.320 3.080 3.000
459.734 1.880 2.760 2.600
460.010 1.480 2.920 2.680
460.286 1.640 2.600 1.960
460.562 2.120 3.160 3.000
460.837 1.160 2.040 1.960
461.114 2.280 2.760 3.400
461.396 1.400 2.600 3.000
461.672 2.680 2.120 2.920
461.947 3.480 2.120 3.240
462.223 3.400 2.520 3.720
462.499 3.240 2.920 3.320
462.774 3.000 3.320 3.400
463.050 2.680 3.640 3.480
463.326 2.440 3.720 2.920
463.602 2.840 3.880 3.160
463.887 2.280 3.720 3.000
464.162 2.120 3.400 2.680
464.438 2.120 3.560 2.680
464.714 2.520 3.720 3.080
464.989 2.200 3.720 3.080
465.283 1.880 3.800 3.480
465.559 2.040 2.600 3.080
465.834 1.080 2.840 3.160
466.111 2.440 4.200 3.880
466.386 1.720 2.840 3.160
466.662 2.120 3.080 2.760
466.937 2.680 3.320 3.240
467.214 3.160 3.480 2.920
467.489 2.520 3.480 3.240
467.764 2.680 3.320 3.160
468.041 2.600 3.480 3.160
468.316 2.600 3.480 3.240
468.592 2.680 3.720 3.080
468.885 2.600 3.400 3.160
469.160 1.880 3.560 3.400
469.437 2.280 3.960 2.600
469.712 2.120 3.640 2.920
469.988 1.960 3.800 2.920
470.263 1.960 2.920 2.520
470.539 2.600 3.640 2.600
470.815 2.680 3.720 2.920
471.090 2.120 3.640 2.760
471.367 2.440 3.560 2.680
471.642 2.600 3.720 2.760
471.918 5.880 2.760 3.080
472.193 1.960 3.880 3.240
472.470 2.520 3.400 2.840
472.752 2.600 3.560 2.680
473.028 2.440 4.520 2.360
473.303 2.840 3.480 3.000
473.579 2.360 3.720 3.240
473.855 2.840 2.040 1.960
474.131 4.040 2.520 2.600
474.406 3.320 2.680 1.800
474.683 3.240 3.000 1.800
474.958 3.000 4.600 2.440
475.233 2.840 3.880 2.360
475.510 2.520 3.160 4.760
475.785 0.360 3.400 -0.360
476.061 2.760 2.600 1.960
476.344 7.720 3.000 2.440
476.619 2.840 2.680 1.800
476.894 2.840 2.920 2.120
477.171 2.680 3.240 1.720
477.446 2.440 2.040 3.240
477.722 2.520 1.480 2.440
477.998 2.520 1.960 1.720
478.274 2.600 2.920 2.040
478.549 2.680 2.760 2.360
478.826 2.520 3.480 2.040
479.101 2.520 3.480 2.040
479.377 2.440 3.880 1.400
479.653 2.600 4.200 2.840
479.929 2.440 4.040 2.520
480.356 2.440 2.600 3.000
480.633 1.960 3.000 3.400
480.911 1.880 3.160 3.240
481.188 2.120 3.240 3.240
481.466 2.040 3.240 3.320
